id,sfg_id,multipolygon_id,polygon_id,linestring_id,x,y,geo_join_id
101,2,2,1,1,1008416,257996,101
101,2,2,1,1,1008408,257998,101
101,2,2,1,1,1008400,258000,101
101,2,2,1,1,1008394,258000,101
101,2,2,1,1,1008392,258004,101
101,2,2,1,1,1008386,258004,101
101,2,2,1,1,1008382,258004,101
101,2,2,1,1,1008378,258008,101
101,2,2,1,1,1008374,258008,101
101,2,2,1,1,1008368,258010,101
101,2,2,1,1,1008366,258012,101
101,2,2,1,1,1008364,258014,101
101,2,2,1,1,1008360,258014,101
101,2,2,1,1,1008352,258018,101
101,2,2,1,1,1008350,258020,101
101,2,2,1,1,1008346,258020,101
101,2,2,1,1,1008344,258024,101
101,2,2,1,1,1008342,258020,101
101,2,2,1,1,1008340,258022,101
101,2,2,1,1,1008336,258024,101
101,2,2,1,1,1008332,258024,101
101,2,2,1,1,1008328,258024,101
101,2,2,1,1,1008326,258020,101
101,2,2,1,1,1008172,258082,101
101,2,2,1,1,1008174,258088,101
101,2,2,1,1,1008172,258088,101
101,2,2,1,1,1008170,258088,101
101,2,2,1,1,1008170,258092,101
101,2,2,1,1,1008162,258092,101
101,2,2,1,1,1008158,258096,101
101,2,2,1,1,1008152,258094,101
101,2,2,1,1,1008150,258098,101
101,2,2,1,1,1008148,258100,101
101,2,2,1,1,1008144,258100,101
101,2,2,1,1,1008138,258100,101
101,2,2,1,1,1008136,258098,101
101,2,2,1,1,1008132,258100,101
101,2,2,1,1,1008130,258096,101
101,2,2,1,1,1008096,258110,101
101,2,2,1,1,1008072,258120,101
101,2,2,1,1,1008068,258120,101
101,2,2,1,1,1008066,258122,101
101,2,2,1,1,1008012,258142,101
101,2,2,1,1,1008014,258152,101
101,2,2,1,1,1007660,258292,101
101,2,2,1,1,1007650,258292,101
101,2,2,1,1,1007646,258294,101
101,2,2,1,1,1007640,258296,101
101,2,2,1,1,1007630,258302,101
101,2,2,1,1,1007628,258306,101
101,2,2,1,1,1007622,258308,101
101,2,2,1,1,1007616,258310,101
101,2,2,1,1,1007610,258310,101
101,2,2,1,1,1007604,258314,101
101,2,2,1,1,1007598,258314,101
101,2,2,1,1,1007596,258316,101
101,2,2,1,1,1007586,258322,101
101,2,2,1,1,1007570,258324,101
101,2,2,1,1,1007560,258328,101
101,2,2,1,1,1007558,258334,101
101,2,2,1,1,1007552,258334,101
101,2,2,1,1,1007540,258336,101
101,2,2,1,1,1007132,258370,101
101,2,2,1,1,1007112,258366,101
101,2,2,1,1,1007092,258362,101
101,2,2,1,1,1007072,258352,101
101,2,2,1,1,1007014,258322,101
101,2,2,1,1,1006994,258316,101
101,2,2,1,1,1006986,258322,101
101,2,2,1,1,1006972,258344,101
101,2,2,1,1,1006950,258358,101
101,2,2,1,1,1006930,258368,101
101,2,2,1,1,1006904,258364,101
101,2,2,1,1,1006858,258372,101
101,2,2,1,1,1006856,258382,101
101,2,2,1,1,1006850,258386,101
101,2,2,1,1,1006844,258384,101
101,2,2,1,1,1006836,258380,101
101,2,2,1,1,1006628,258462,101
101,2,2,1,1,1006434,258592,101
101,2,2,1,1,1006436,258620,101
101,2,2,1,1,1006408,258624,101
101,2,2,1,1,1006396,258636,101
101,2,2,1,1,1006390,258638,101
101,2,2,1,1,1006382,258638,101
101,2,2,1,1,1006366,258654,101
101,2,2,1,1,1006354,258666,101
101,2,2,1,1,1006358,258678,101
101,2,2,1,1,1006358,258680,101
101,2,2,1,1,1006354,258686,101
101,2,2,1,1,1006352,258686,101
101,2,2,1,1,1006342,258686,101
101,2,2,1,1,1006332,258702,101
101,2,2,1,1,1006302,258786,101
101,2,2,1,1,1005938,259216,101
101,2,2,1,1,1005928,259224,101
101,2,2,1,1,1005922,259234,101
101,2,2,1,1,1005918,259238,101
101,2,2,1,1,1005906,259258,101
101,2,2,1,1,1005870,259294,101
101,2,2,1,1,1005802,259376,101
101,2,2,1,1,1005782,259388,101
101,2,2,1,1,1005756,259402,101
101,2,2,1,1,1005708,259416,101
101,2,2,1,1,1005708,259420,101
101,2,2,1,1,1005702,259420,101
101,2,2,1,1,1005684,259424,101
101,2,2,1,1,1005684,259438,101
101,2,2,1,1,1005672,259446,101
101,2,2,1,1,1005658,259450,101
101,2,2,1,1,1005632,259482,101
101,2,2,1,1,1005616,259496,101
101,2,2,1,1,1005600,259506,101
101,2,2,1,1,1005578,259512,101
101,2,2,1,1,1005556,259514,101
101,2,2,1,1,1005532,259506,101
101,2,2,1,1,1005518,259496,101
101,2,2,1,1,1005510,259502,101
101,2,2,1,1,1005498,259506,101
101,2,2,1,1,1005492,259508,101
101,2,2,1,1,1005476,259506,101
101,2,2,1,1,1005472,259502,101
101,2,2,1,1,1005470,259500,101
101,2,2,1,1,1005460,259496,101
101,2,2,1,1,1005380,259514,101
101,2,2,1,1,1005370,259518,101
101,2,2,1,1,1005336,259524,101
101,2,2,1,1,1005324,259528,101
101,2,2,1,1,1005314,259524,101
101,2,2,1,1,1005294,259522,101
101,2,2,1,1,1005282,259524,101
101,2,2,1,1,1005276,259530,101
101,2,2,1,1,1005270,259536,101
101,2,2,1,1,1005256,259538,101
101,2,2,1,1,1005250,259538,101
101,2,2,1,1,1005248,259532,101
101,2,2,1,1,1005216,259532,101
101,2,2,1,1,1005180,259538,101
101,2,2,1,1,1005132,259548,101
101,2,2,1,1,1005124,259552,101
101,2,2,1,1,1005118,259548,101
101,2,2,1,1,1005118,259538,101
101,2,2,1,1,1005106,259532,101
101,2,2,1,1,1005096,259538,101
101,2,2,1,1,1005086,259536,101
101,2,2,1,1,1005078,259516,101
101,2,2,1,1,1005066,259504,101
101,2,2,1,1,1005052,259496,101
101,2,2,1,1,1005018,259490,101
101,2,2,1,1,1005320,260014,101
101,2,2,1,1,1005866,261538,101
101,2,2,1,1,1005986,261884,101
101,2,2,1,1,1006076,262138,101
101,2,2,1,1,1006208,262512,101
101,2,2,1,1,1006262,262682,101
101,2,2,1,1,1006428,263280,101
101,2,2,1,1,1006602,263866,101
101,2,2,1,1,1006678,264124,101
101,2,2,1,1,1006772,264466,101
101,2,2,1,1,1006876,264838,101
101,2,2,1,1,1006920,265000,101
101,2,2,1,1,1006972,265148,101
101,2,2,1,1,1006972,265192,101
101,2,2,1,1,1006960,265216,101
101,2,2,1,1,1006948,265240,101
101,2,2,1,1,1007022,265340,101
101,2,2,1,1,1007212,265960,101
101,2,2,1,1,1007238,266066,101
101,2,2,1,1,1007276,266230,101
101,2,2,1,1,1007274,266240,101
101,2,2,1,1,1007272,266248,101
101,2,2,1,1,1007272,266258,101
101,2,2,1,1,1007272,266268,101
101,2,2,1,1,1007286,266282,101
101,2,2,1,1,1007696,267760,101
101,2,2,1,1,1007682,267802,101
101,2,2,1,1,1007628,267844,101
101,2,2,1,1,1007744,268306,101
101,2,2,1,1,1007860,268684,101
101,2,2,1,1,1007942,268676,101
101,2,2,1,1,1007972,268692,101
101,2,2,1,1,1008054,268990,101
101,2,2,1,1,1008334,269930,101
101,2,2,1,1,1008332,269940,101
101,2,2,1,1,1008330,269948,101
101,2,2,1,1,1008324,269958,101
101,2,2,1,1,1008318,269966,101
101,2,2,1,1,1008312,269972,101
101,2,2,1,1,1008298,269982,101
101,2,2,1,1,1008286,269992,101
101,2,2,1,1,1008276,270004,101
101,2,2,1,1,1008268,270018,101
101,2,2,1,1,1008266,270022,101
101,2,2,1,1,1008266,270028,101
101,2,2,1,1,1008266,270032,101
101,2,2,1,1,1008266,270038,101
101,2,2,1,1,1008268,270042,101
101,2,2,1,1,1008270,270048,101
101,2,2,1,1,1008272,270052,101
101,2,2,1,1,1008276,270056,101
101,2,2,1,1,1008298,270070,101
101,2,2,1,1,1008322,270080,101
101,2,2,1,1,1008348,270090,101
101,2,2,1,1,1008374,270098,101
101,2,2,1,1,1008396,270124,101
101,2,2,1,1,1008480,270484,101
101,2,2,1,1,1008474,270514,101
101,2,2,1,1,1008486,270532,101
101,2,2,1,1,1008496,270534,101
101,2,2,1,1,1008500,270548,101
101,2,2,1,1,1008498,270560,101
101,2,2,1,1,1008624,271246,101
101,2,2,1,1,1008636,271284,101
101,2,2,1,1,1008690,271606,101
101,2,2,1,1,1008710,271618,101
101,2,2,1,1,1008714,271642,101
101,2,2,1,1,1008702,271666,101
101,2,2,1,1,1008726,271832,101
101,2,2,1,1,1008730,271856,101
101,2,2,1,1,1008718,271888,101
101,2,2,1,1,1008710,271910,101
101,2,2,1,1,1008698,271946,101
101,2,2,1,1,1008668,272074,101
101,2,2,1,1,1008710,272200,101
101,2,2,1,1,1008728,272214,101
101,2,2,1,1,1008744,272230,101
101,2,2,1,1,1008758,272248,101
101,2,2,1,1,1008772,272266,101
101,2,2,1,1,1008782,272284,101
101,2,2,1,1,1008792,272304,101
101,2,2,1,1,1008792,272310,101
101,2,2,1,1,1008792,272316,101
101,2,2,1,1,1008792,272322,101
101,2,2,1,1,1008790,272328,101
101,2,2,1,1,1008788,272334,101
101,2,2,1,1,1008784,272338,101
101,2,2,1,1,1008794,272366,101
101,2,2,1,1,1008804,272392,101
101,2,2,1,1,1008818,272418,101
101,2,2,1,1,1008834,272442,101
101,2,2,1,1,1008852,272466,101
101,2,2,1,1,1008872,272488,101
101,2,2,1,1,1008886,272492,101
101,2,2,1,1,1008898,272498,101
101,2,2,1,1,1008910,272506,101
101,2,2,1,1,1008920,272516,101
101,2,2,1,1,1008928,272526,101
101,2,2,1,1,1008942,272576,101
101,2,2,1,1,1009032,272844,101
101,2,2,1,1,1009094,272796,101
101,2,2,1,1,1009536,272652,101
101,2,2,1,1,1011210,271908,101
101,2,2,1,1,1011722,271782,101
101,2,2,1,1,1011902,271700,101
101,2,2,1,1,1012414,271484,101
101,2,2,1,1,1012650,271436,101
101,2,2,1,1,1012820,271350,101
101,2,2,1,1,1013972,270896,101
101,2,2,1,1,1015732,270228,101
101,2,2,1,1,1015746,270222,101
101,2,2,1,1,1015654,269960,101
101,2,2,1,1,1015656,269934,101
101,2,2,1,1,1015604,269636,101
101,2,2,1,1,1015604,269634,101
101,2,2,1,1,1015602,269556,101
101,2,2,1,1,1015606,269456,101
101,2,2,1,1,1015624,269320,101
101,2,2,1,1,1015658,269146,101
101,2,2,1,1,1015672,269070,101
101,2,2,1,1,1015682,269004,101
101,2,2,1,1,1015696,268896,101
101,2,2,1,1,1015708,268728,101
101,2,2,1,1,1015702,268564,101
101,2,2,1,1,1015694,268502,101
101,2,2,1,1,1015682,268426,101
101,2,2,1,1,1015636,268270,101
101,2,2,1,1,1015800,268228,101
101,2,2,1,1,1015590,267320,101
101,2,2,1,1,1015588,267312,101
101,2,2,1,1,1015584,267304,101
101,2,2,1,1,1015582,267292,101
101,2,2,1,1,1015616,267272,101
101,2,2,1,1,1015666,267244,101
101,2,2,1,1,1015730,267190,101
101,2,2,1,1,1015746,267176,101
101,2,2,1,1,1015794,267136,101
101,2,2,1,1,1015870,267052,101
101,2,2,1,1,1015894,267020,101
101,2,2,1,1,1015958,266930,101
101,2,2,1,1,1016044,266770,101
101,2,2,1,1,1016090,266636,101
101,2,2,1,1,1016118,266518,101
101,2,2,1,1,1016142,266412,101
101,2,2,1,1,1016162,266256,101
101,2,2,1,1,1016168,266198,101
101,2,2,1,1,1016168,266020,101
101,2,2,1,1,1016162,265968,101
101,2,2,1,1,1016152,265838,101
101,2,2,1,1,1016102,265612,101
101,2,2,1,1,1016080,265530,101
101,2,2,1,1,1016046,265428,101
101,2,2,1,1,1015978,265232,101
101,2,2,1,1,1015846,264912,101
101,2,2,1,1,1015632,264400,101
101,2,2,1,1,1015522,264132,101
101,2,2,1,1,1015434,263892,101
101,2,2,1,1,1015430,263884,101
101,2,2,1,1,1015362,263646,101
101,2,2,1,1,1015326,263478,101
101,2,2,1,1,1015322,263460,101
101,2,2,1,1,1015292,263438,101
101,2,2,1,1,1015192,263366,101
101,2,2,1,1,1014950,263236,101
101,2,2,1,1,1014878,263202,101
101,2,2,1,1,1014814,263174,101
101,2,2,1,1,1014712,263140,101
101,2,2,1,1,1014542,263086,101
101,2,2,1,1,1014156,262954,101
101,2,2,1,1,1013826,262816,101
101,2,2,1,1,1013504,262630,101
101,2,2,1,1,1013444,262594,101
101,2,2,1,1,1013384,262548,101
101,2,2,1,1,1013188,262396,101
101,2,2,1,1,1012942,262170,101
101,2,2,1,1,1012998,262202,101
101,2,2,1,1,1013086,262236,101
101,2,2,1,1,1013148,262288,101
101,2,2,1,1,1013178,262304,101
101,2,2,1,1,1013212,262316,101
101,2,2,1,1,1013256,262316,101
101,2,2,1,1,1013290,262312,101
101,2,2,1,1,1013350,262256,101
101,2,2,1,1,1013360,262196,101
101,2,2,1,1,1013356,262152,101
101,2,2,1,1,1013332,262108,101
101,2,2,1,1,1013298,262076,101
101,2,2,1,1,1013250,262052,101
101,2,2,1,1,1013204,262042,101
101,2,2,1,1,1013130,262034,101
101,2,2,1,1,1013018,262026,101
101,2,2,1,1,1013260,261958,101
101,2,2,1,1,1013372,261914,101
101,2,2,1,1,1013412,261942,101
101,2,2,1,1,1013860,261838,101
101,2,2,1,1,1013868,261822,101
101,2,2,1,1,1014178,261744,101
101,2,2,1,1,1014444,261678,101
101,2,2,1,1,1014708,261612,101
101,2,2,1,1,1014972,261546,101
101,2,2,1,1,1015108,261514,101
101,2,2,1,1,1015290,261468,101
101,2,2,1,1,1015334,261456,101
101,2,2,1,1,1015482,261490,101
101,2,2,1,1,1015482,261448,101
101,2,2,1,1,1015484,261378,101
101,2,2,1,1,1015472,261290,101
101,2,2,1,1,1015468,261264,101
101,2,2,1,1,1015466,261244,101
101,2,2,1,1,1015462,261072,101
101,2,2,1,1,1015460,261054,101
101,2,2,1,1,1015456,261042,101
101,2,2,1,1,1015446,261030,101
101,2,2,1,1,1015432,261018,101
101,2,2,1,1,1015438,260934,101
101,2,2,1,1,1015442,260908,101
101,2,2,1,1,1015400,260922,101
101,2,2,1,1,1015354,260932,101
101,2,2,1,1,1015310,260938,101
101,2,2,1,1,1015264,260940,101
101,2,2,1,1,1015220,260938,101
101,2,2,1,1,1015210,260918,101
101,2,2,1,1,1015120,260732,101
101,2,2,1,1,1014676,259990,101
101,2,2,1,1,1014618,259920,101
101,2,2,1,1,1014558,259852,101
101,2,2,1,1,1014494,259788,101
101,2,2,1,1,1014434,259728,101
101,2,2,1,1,1014378,259666,101
101,2,2,1,1,1014328,259598,101
101,2,2,1,1,1014280,259528,101
101,2,2,1,1,1014080,259196,101
101,2,2,1,1,1014030,259110,101
101,2,2,1,1,1013544,258296,101
101,2,2,1,1,1012646,256786,101
101,2,2,1,1,1012516,256866,101
102,3,3,1,1,1030514,251214,102
102,3,3,1,1,1030494,251198,102
102,3,3,1,1,1030472,251204,102
102,3,3,1,1,1030434,251212,102
102,3,3,1,1,1030040,251298,102
102,3,3,1,1,1029988,251310,102
102,3,3,1,1,1029790,251348,102
102,3,3,1,1,1029896,251392,102
102,3,3,1,1,1029430,251422,102
102,3,3,1,1,1029364,251550,102
102,3,3,1,1,1029366,251614,102
102,3,3,1,1,1029390,251648,102
102,3,3,1,1,1029274,251678,102
102,3,3,1,1,1029014,251732,102
102,3,3,1,1,1028756,251786,102
102,3,3,1,1,1028498,251840,102
102,3,3,1,1,1028242,251892,102
102,3,3,1,1,1027982,251942,102
102,3,3,1,1,1027598,252014,102
102,3,3,1,1,1027240,252070,102
102,3,3,1,1,1026982,252104,102
102,3,3,1,1,1026722,252140,102
102,3,3,1,1,1026464,252156,102
102,3,3,1,1,1026204,252162,102
102,3,3,1,1,1025934,252168,102
102,3,3,1,1,1025666,252144,102
102,3,3,1,1,1025404,252114,102
102,3,3,1,1,1025142,252086,102
102,3,3,1,1,1024884,252054,102
102,3,3,1,1,1024622,252022,102
102,3,3,1,1,1024124,251966,102
102,3,3,1,1,1024086,251962,102
102,3,3,1,1,1023908,251944,102
102,3,3,1,1,1023302,251924,102
102,3,3,1,1,1022482,251894,102
102,3,3,1,1,1022484,251990,102
102,3,3,1,1,1022484,252020,102
102,3,3,1,1,1022486,252132,102
102,3,3,1,1,1022486,252158,102
102,3,3,1,1,1022488,252250,102
102,3,3,1,1,1022488,252278,102
102,3,3,1,1,1022488,252370,102
102,3,3,1,1,1022490,252392,102
102,3,3,1,1,1022490,252500,102
102,3,3,1,1,1022504,253082,102
102,3,3,1,1,1022506,253182,102
102,3,3,1,1,1022506,253206,102
102,3,3,1,1,1022508,253278,102
102,3,3,1,1,1022508,253298,102
102,3,3,1,1,1022512,253440,102
102,3,3,1,1,1022512,253460,102
102,3,3,1,1,1022516,253604,102
102,3,3,1,1,1022516,253624,102
102,3,3,1,1,1022520,253760,102
102,3,3,1,1,1022374,253934,102
102,3,3,1,1,1022378,254156,102
102,3,3,1,1,1022390,254646,102
102,3,3,1,1,1022540,254650,102
102,3,3,1,1,1022546,254872,102
102,3,3,1,1,1022556,255380,102
102,3,3,1,1,1022558,255464,102
102,3,3,1,1,1022504,255468,102
102,3,3,1,1,1022286,255798,102
102,3,3,1,1,1022294,256134,102
102,3,3,1,1,1022574,256128,102
102,3,3,1,1,1022588,256760,102
102,3,3,1,1,1022592,256936,102
102,3,3,1,1,1022596,257192,102
102,3,3,1,1,1022604,257410,102
102,3,3,1,1,1022608,257610,102
102,3,3,1,1,1022606,257752,102
102,3,3,1,1,1022670,257902,102
102,3,3,1,1,1022772,258148,102
102,3,3,1,1,1022826,258274,102
102,3,3,1,1,1022876,258396,102
102,3,3,1,1,1022946,258560,102
102,3,3,1,1,1023036,258772,102
102,3,3,1,1,1023166,259088,102
102,3,3,1,1,1023264,259322,102
102,3,3,1,1,1023348,259526,102
102,3,3,1,1,1023360,259552,102
102,3,3,1,1,1023454,259786,102
102,3,3,1,1,1023564,260040,102
102,3,3,1,1,1023670,260296,102
102,3,3,1,1,1023778,260554,102
102,3,3,1,1,1023884,260810,102
102,3,3,1,1,1023942,260944,102
102,3,3,1,1,1023992,261068,102
102,3,3,1,1,1024100,261326,102
102,3,3,1,1,1024158,261464,102
102,3,3,1,1,1023360,261792,102
102,3,3,1,1,1022684,262084,102
102,3,3,1,1,1022508,261990,102
102,3,3,1,1,1021716,262322,102
102,3,3,1,1,1021472,262422,102
102,3,3,1,1,1021688,262938,102
102,3,3,1,1,1021906,263454,102
102,3,3,1,1,1022118,263964,102
102,3,3,1,1,1022192,264148,102
102,3,3,1,1,1022196,264160,102
102,3,3,1,1,1022200,264228,102
102,3,3,1,1,1022334,264532,102
102,3,3,1,1,1022360,264592,102
102,3,3,1,1,1022408,264710,102
102,3,3,1,1,1022424,264758,102
102,3,3,1,1,1022544,265118,102
102,3,3,1,1,1022568,265214,102
102,3,3,1,1,1022580,265258,102
102,3,3,1,1,1022468,265304,102
102,3,3,1,1,1022452,265312,102
102,3,3,1,1,1022430,265322,102
102,3,3,1,1,1022378,265344,102
102,3,3,1,1,1022364,265350,102
102,3,3,1,1,1022350,265356,102
102,3,3,1,1,1022160,265436,102
102,3,3,1,1,1022042,265486,102
102,3,3,1,1,1021972,265518,102
102,3,3,1,1,1021938,265134,102
102,3,3,1,1,1021144,263468,102
102,3,3,1,1,1021022,263220,102
102,3,3,1,1,1020962,263040,102
102,3,3,1,1,1020906,262860,102
102,3,3,1,1,1020856,262678,102
102,3,3,1,1,1020808,262494,102
