"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2023","AQS","340030010","1","0.5","ppm","6","Fort Lee Near Road","19","79.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/02/2023","AQS","340030010","1","0.5","ppm","6","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/03/2023","AQS","340030010","1","0.8","ppm","9","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/04/2023","AQS","340030010","1","0.7","ppm","8","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/05/2023","AQS","340030010","1","0.5","ppm","6","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/06/2023","AQS","340030010","1","0.6","ppm","7","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/07/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/08/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/09/2023","AQS","340030010","1","0.5","ppm","6","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/10/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/11/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/12/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/13/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/14/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/15/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/16/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/17/2023","AQS","340030010","1","0.7","ppm","8","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/18/2023","AQS","340030010","1","0.6","ppm","7","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/19/2023","AQS","340030010","1","0.5","ppm","6","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/20/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/21/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/22/2023","AQS","340030010","1","0.5","ppm","6","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/23/2023","AQS","340030010","1","0.5","ppm","6","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/24/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/25/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/26/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/27/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/28/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/29/2023","AQS","340030010","1","0.5","ppm","6","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/30/2023","AQS","340030010","1","0.5","ppm","6","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/31/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/01/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/02/2023","AQS","340030010","1","0.6","ppm","7","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/03/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/04/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/05/2023","AQS","340030010","1","0.5","ppm","6","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/06/2023","AQS","340030010","1","0.8","ppm","9","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/07/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/08/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/09/2023","AQS","340030010","1","1","ppm","11","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/10/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/11/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/12/2023","AQS","340030010","1","0.5","ppm","6","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/13/2023","AQS","340030010","1","0.7","ppm","8","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/14/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/15/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/16/2023","AQS","340030010","1","0.6","ppm","7","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/17/2023","AQS","340030010","1","0.5","ppm","6","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/18/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/19/2023","AQS","340030010","1","0.5","ppm","6","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/20/2023","AQS","340030010","1","0.5","ppm","6","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/21/2023","AQS","340030010","1","0.5","ppm","6","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/22/2023","AQS","340030010","1","0.5","ppm","6","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/23/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/24/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/25/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/26/2023","AQS","340030010","1","0.5","ppm","6","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/27/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/28/2023","AQS","340030010","1","0.5","ppm","6","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/01/2023","AQS","340030010","1","0.5","ppm","6","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/02/2023","AQS","340030010","1","0.6","ppm","7","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/03/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/04/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/05/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/06/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/07/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/08/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/09/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/10/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/11/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/12/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/13/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/14/2023","AQS","340030010","1","0.2","ppm","2","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/15/2023","AQS","340030010","1","0.2","ppm","2","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/16/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/17/2023","AQS","340030010","1","0.5","ppm","6","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/18/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/19/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/20/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/21/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/22/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/23/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/24/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/25/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/26/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/27/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/28/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/29/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/30/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/31/2023","AQS","340030010","1","0.5","ppm","6","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/01/2023","AQS","340030010","1","0.5","ppm","6","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/02/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/03/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/04/2023","AQS","340030010","1","0.5","ppm","6","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/05/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/06/2023","AQS","340030010","1","0.5","ppm","6","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/07/2023","AQS","340030010","1","0.2","ppm","2","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/08/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/09/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/10/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/11/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/12/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/13/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/14/2023","AQS","340030010","1","0.5","ppm","6","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/15/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/16/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/17/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/18/2023","AQS","340030010","1","0.2","ppm","2","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/19/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/20/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/21/2023","AQS","340030010","1","0.5","ppm","6","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/22/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/23/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/24/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/25/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/26/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/27/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/28/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/29/2023","AQS","340030010","1","0.2","ppm","2","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/30/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"05/01/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"05/02/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"05/03/2023","AQS","340030010","1","0.3","ppm","3","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"05/04/2023","AQS","340030010","1","0.4","ppm","5","Fort Lee Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
